# Convergence file
# Iter  CFL  res
       1              0.10000    2.75343   2.61481   6.93195
       2              0.10000    2.67961   2.55530   6.85358
       3              0.11000    2.60910   2.49852   6.78256
       4              0.12100    2.53627   2.43975   6.71371
       5              0.13310    2.46175   2.37937   6.64824
       6              0.14641    2.38635   2.31790   6.58719
       7              0.16105    2.31081   2.25582   6.53090
       8              0.17716    2.23616   2.19386   6.47937
       9              0.19487    2.16322   2.13267   6.43204
      10              0.21436    2.09260   2.07282   6.38819
      11              0.23579    2.02475   2.01487   6.34710
      12              0.25937    1.95963   1.95903   6.30808
      13              0.28531    1.89503   1.90349   6.26960
      14              0.31384    1.83363   1.85087   6.23225
      15              0.34523    1.77494   1.80122   6.19610
      16              0.37975    1.71740   1.75370   6.15918
      17              0.41772    1.66100   1.70794   6.12420
      18              0.45950    1.60569   1.66392   6.08997
      19              0.50545    1.55114   1.62139   6.05644
      20              0.55599    1.49709   1.58014   6.02352
      21              0.61159    1.44329   1.53997   5.99107
      22              0.67275    1.38949   1.50076   5.95909
      23              0.74002    1.33538   1.46228   5.92745
      24              0.81403    1.28075   1.42446   5.89615
      25              0.89543    1.22519   1.38712   5.86497
      26              0.98497    1.16821   1.35010   5.83380
      27              1.08347    1.11002   1.31351   5.80305
      28              1.19182    1.05045   1.27733   5.77269
      29              1.31100    0.98936   1.24154   5.74264
      30              1.44210    0.92661   1.20607   5.71283
      31              1.58631    0.86215   1.17092   5.68327
      32              1.74494    0.79612   1.13593   5.65379
      33              1.91943    0.72791   1.10105   5.62429
      34              2.11138    0.65956   1.06641   5.59522
      35              2.32252    0.59289   1.03196   5.56642
      36              2.55477    0.53116   0.99769   5.53784
      37              2.81024    0.47966   0.96353   5.50934
      38              3.09127    0.44132   0.92939   5.48090
      39              3.40039    0.42116   0.89523   5.45564
      40              3.74043    0.41504   0.86082   5.42499
      41              4.11448    0.42468   0.82639   5.39785
      42              4.52593    0.44217   0.79211   5.37056
      43              4.97852    0.46349   0.75806   5.34374
      44              5.47637    0.48560   0.72417   5.31734
