# solver_fvmcc_F90:: 1D stagnation line solution file
# Nonequilibrium flow
# Primitive variables and extra data
#"xc"  "u"  "v"  "T"  "p"  "rho"  "h0"  "Mf" "xi(N)" "xi(O)" "xi(NO)" "xi(N2)" "xi(O2)" "rhoi(N)"  "rhoi(O)" "rhoi(NO)"  "rhoi(N2)" "rhoi(O2)"
    0.3500098150E-01    -0.1296129244E-02     0.2387860959E+01     0.3812549827E+03     0.5570939527E+04     0.3676765389E-01     0.9682153937E+07     0.2708772069E-05     0.2792997978E+00     0.2698782183E+00     0.1435916621E-01     0.4280262980E+00     0.8436519679E-02     0.6875190191E-02     0.7588392728E-02     0.7572112248E-03     0.2107242632E-01     0.4744334313E-03
    0.3500295250E-01    -0.3266252643E-02     0.6714366422E+01     0.4309819676E+03     0.5570943179E+04     0.3251804048E-01     0.9749002861E+07     0.6422789808E-05     0.2795243435E+00     0.2699785822E+00     0.1433803610E-01     0.4278078687E+00     0.8351169486E-02     0.6086819805E-02     0.6715339761E-02     0.6688584278E-03     0.1863157516E-01     0.4154473295E-03
    0.3500493900E-01    -0.5277220875E-02     0.1074750203E+02     0.4737851675E+03     0.5570937672E+04     0.2957055083E-01     0.9811569111E+07     0.9901802572E-05     0.2798493890E+00     0.2701233862E+00     0.1430443034E-01     0.4274936383E+00     0.8229156086E-02     0.5543351040E-02     0.6111925804E-02     0.6070050600E-03     0.1693587621E-01     0.3723927212E-03
    0.3500694050E-01    -0.7577671531E-02     0.1455659930E+02     0.5120668398E+03     0.5570927893E+04     0.2734945459E-01     0.9870860730E+07     0.1368316036E-04     0.2802260571E+00     0.2702910725E+00     0.1426248428E-01     0.4271313593E+00     0.8089026881E-02     0.5135829293E-02     0.5658504099E-02     0.5599780036E-03     0.1565645800E-01     0.3386851911E-03
    0.3500895750E-01    -0.1028099738E-01     0.1819515103E+02     0.5472128750E+03     0.5570915768E+04     0.2558238220E-01     0.9927627955E+07     0.1796786026E-04     0.2806309884E+00     0.2704708306E+00     0.1421472813E-01     0.4267436230E+00     0.7939829904E-02     0.4812902795E-02     0.5298583327E-02     0.5222563725E-03     0.1463755366E-01     0.3110860440E-03
    0.3501099050E-01    -0.1343992468E-01     0.2169373824E+02     0.5799950706E+03     0.5570902255E+04     0.2412614974E-01     0.9982308164E+07     0.2282726041E-04     0.2810517372E+00     0.2706570088E+00     0.1416260500E-01     0.4263423992E+00     0.7786249854E-02     0.4547667349E-02     0.5002528401E-02     0.4909296740E-03     0.1379719925E-01     0.2878250683E-03
    0.3501303900E-01    -0.1707637175E-01     0.2507126137E+02     0.6108865943E+03     0.5570887902E+04     0.2289618279E-01     0.1003517716E+08     0.2827570895E-04     0.2814809576E+00     0.2708463089E+00     0.1410702106E-01     0.4259347152E+00     0.7630997174E-02     0.4324282162E-02     0.4752868463E-02     0.4642736590E-03     0.1308693779E-01     0.2678207132E-03
    0.3501510300E-01    -0.2121691135E-01     0.2835678727E+02     0.6403419863E+03     0.5570872953E+04     0.2183334500E-01     0.1008669892E+08     0.3433204273E-04     0.2819173449E+00     0.2710371497E+00     0.1404833904E-01     0.4255220099E+00     0.7475156543E-02     0.4131752052E-02     0.4537421722E-02     0.4410736975E-03     0.1247281496E-01     0.2502825736E-03
    0.3501718350E-01    -0.2587324104E-01     0.3156442193E+02     0.6686210387E+03     0.5570857488E+04     0.2090061313E-01     0.1013709038E+08     0.4099238791E-04     0.2823587689E+00     0.2712283483E+00     0.1398689423E-01     0.4251063444E+00     0.7319644151E-02     0.3963186136E-02     0.4348566731E-02     0.4205699185E-03     0.1193358065E-01     0.2347096920E-03
    0.3501928000E-01    -0.3104988830E-01     0.3470137388E+02     0.6958848517E+03     0.5570841586E+04     0.2007278500E-01     0.1018645854E+08     0.4824411647E-04     0.2828032108E+00     0.2714189346E+00     0.1392298758E-01     0.4246896337E+00     0.7165233282E-02     0.3813896838E-02     0.4181119850E-02     0.4022451042E-03     0.1145476706E-01     0.2207561469E-03
    0.3502139250E-01    -0.3675102164E-01     0.3777417253E+02     0.7222638145E+03     0.5570825234E+04     0.1933102355E-01     0.1023490072E+08     0.5607580133E-04     0.2832493567E+00     0.2716082525E+00     0.1385683374E-01     0.4242731186E+00     0.7012438431E-02     0.3680389548E-02     0.4031212456E-02     0.3857115004E-03     0.1102555268E-01     0.2081573655E-03
    0.3502352150E-01    -0.4298175868E-01     0.4078903664E+02     0.7478678492E+03     0.5570808506E+04     0.1866085966E-01     0.1028251049E+08     0.6447871627E-04     0.2836964269E+00     0.2717958818E+00     0.1378857443E-01     0.4238575340E+00     0.6861582799E-02     0.3559987002E-02     0.3895877457E-02     0.3706701718E-03     0.1063761943E-01     0.1967055981E-03
    0.3502566650E-01    -0.4974384569E-01     0.4374987923E+02     0.7727747540E+03     0.5570791405E+04     0.1805135628E-01     0.1032934569E+08     0.7344078616E-04     0.2841436992E+00     0.2719814355E+00     0.1371834962E-01     0.4234435550E+00     0.6712960717E-02     0.3450668037E-02     0.3772873828E-02     0.3568952297E-03     0.1028467740E-01     0.1862417834E-03
    0.3502782800E-01    -0.5704164943E-01     0.4666135459E+02     0.7970594057E+03     0.5570773934E+04     0.1749358982E-01     0.1037547644E+08     0.8295450492E-04     0.2845908537E+00     0.2721647030E+00     0.1364624201E-01     0.4230314780E+00     0.6566723290E-02     0.3350788079E-02     0.3660375954E-02     0.3442015469E-03     0.9961590931E-02     0.1766333089E-03
    0.3503000650E-01    -0.6487964499E-01     0.4952753595E+02     0.8207847251E+03     0.5570756123E+04     0.1698040132E-01     0.1042096425E+08     0.9301328777E-04     0.2850377063E+00     0.2723455361E+00     0.1357231489E-01     0.4226214713E+00     0.6422971352E-02     0.3259030125E-02     0.3556920767E-02     0.3324403362E-03     0.9664237931E-02     0.1677721656E-03
    0.3503220150E-01    -0.7325890881E-01     0.5235073364E+02     0.8439937359E+03     0.5570737994E+04     0.1650617506E-01     0.1046584306E+08     0.1036070087E-03     0.2854839626E+00     0.2725237494E+00     0.1349665351E-01     0.4222138005E+00     0.6281833925E-02     0.3174361663E-02     0.3461361142E-02     0.3214952149E-03     0.9389384186E-02     0.1595728512E-03
    0.3503441350E-01    -0.8218380923E-01     0.5513417984E+02     0.8667329960E+03     0.5570719505E+04     0.1606607133E-01     0.1051016174E+08     0.1147304125E-03     0.2859295953E+00     0.2726992724E+00     0.1341930283E-01     0.4218084826E+00     0.6143346897E-02     0.3095895197E-02     0.3372709915E-02     0.3112653801E-03     0.9134240575E-02     0.1519602661E-03
    0.3503664300E-01    -0.9165913699E-01     0.5788079149E+02     0.8890431082E+03     0.5570700721E+04     0.1565605943E-01     0.1055396457E+08     0.1263792651E-03     0.2863746325E+00     0.2728720609E+00     0.1334029866E-01     0.4214054825E+00     0.6007525342E-02     0.3022892701E-02     0.3290145676E-02     0.3016667642E-03     0.8896483224E-02     0.1448710686E-03
    0.3503888950E-01    -0.1016853951E+00     0.6059196871E+02     0.9109497564E+03     0.5570681629E+04     0.1527292087E-01     0.1059727186E+08     0.1385445869E-03     0.2868189323E+00     0.2730420111E+00     0.1325971048E-01     0.4210049163E+00     0.5874429859E-02     0.2954764747E-02     0.3213012666E-02     0.2926327046E-03     0.8674256441E-02     0.1382543109E-03
    0.3504115300E-01    -0.1122649860E+00     0.6326954056E+02     0.9324800602E+03     0.5570662239E+04     0.1491383118E-01     0.1064011097E+08     0.1512202894E-03     0.2872624813E+00     0.2732090754E+00     0.1317758785E-01     0.4206067801E+00     0.5744075322E-02     0.2890995131E-02     0.3140736082E-02     0.2841044907E-03     0.8465930867E-02     0.1320646072E-03
    0.3504343400E-01    -0.1234020199E+00     0.6591572312E+02     0.9536624986E+03     0.5570642563E+04     0.1457630006E-01     0.1068251565E+08     0.1644026380E-03     0.2877053808E+00     0.2733732547E+00     0.1309396109E-01     0.4202109651E+00     0.5616438269E-02     0.2831129611E-02     0.3072809667E-02     0.2760301612E-03     0.8270069213E-02     0.1262614064E-03
    0.3504573250E-01    -0.1350974311E+00     0.6853198163E+02     0.9745180713E+03     0.5570622694E+04     0.1425825328E-01     0.1072450786E+08     0.1780843667E-03     0.2881476505E+00     0.2735345223E+00     0.1300887666E-01     0.4198174346E+00     0.5491515967E-02     0.2774789928E-02     0.3008811926E-02     0.2683666519E-03     0.8085474145E-02     0.1208106282E-03
    0.3504804850E-01    -0.1473492781E+00     0.7111962807E+02     0.9950653762E+03     0.5570602715E+04     0.1395789157E-01     0.1076610721E+08     0.1922549318E-03     0.2885893143E+00     0.2736928589E+00     0.1292238257E-01     0.4194261451E+00     0.5369299085E-02     0.2721648261E-02     0.2948377488E-02     0.2610766737E-03     0.7911106764E-02     0.1156823792E-03
    0.3505038250E-01    -0.1601680614E+00     0.7368291365E+02     0.1015345522E+04     0.5570582840E+04     0.1367330695E-01     0.1080738170E+08     0.2069179754E-03     0.2890308515E+00     0.2738485879E+00     0.1283444884E-01     0.4190365299E+00     0.5249581811E-02     0.2671358415E-02     0.2891121437E-02     0.2541200355E-03     0.7745863491E-02     0.1108435769E-03
    0.3505273450E-01    -0.1735882689E+00     0.7622995022E+02     0.1035429388E+04     0.5570563087E+04     0.1340241728E-01     0.1084846343E+08     0.2221038741E-03     0.2894732983E+00     0.2740025492E+00     0.1274495303E-01     0.4186473097E+00     0.5131889751E-02     0.2623543678E-02     0.2836627194E-02     0.2474524477E-03     0.7588537588E-02     0.1062563693E-03
    0.3505510450E-01    -0.1876074260E+00     0.7876141881E+02     0.1055327381E+04     0.5570543245E+04     0.1314415965E-01     0.1088936263E+08     0.2378002610E-03     0.2899166692E+00     0.2741547004E+00     0.1265394215E-01     0.4182584554E+00     0.5016232881E-02     0.2578010665E-02     0.2784678673E-02     0.2410521966E-03     0.7438515085E-02     0.1019030256E-03
    0.3505749300E-01    -0.2022305316E+00     0.8127846600E+02     0.1075053030E+04     0.5570523211E+04     0.1289753522E-01     0.1093009716E+08     0.2540042656E-03     0.2903610743E+00     0.2743050349E+00     0.1256144516E-01     0.4178698526E+00     0.4902593074E-02     0.2534578080E-02     0.2735073040E-02     0.2348986994E-03     0.7295218693E-02     0.9776670812E-04
    0.3505989950E-01    -0.2174590168E+00     0.8378113885E+02     0.1094610791E+04     0.5570503011E+04     0.1266174834E-01     0.1097066717E+08     0.2707096929E-03     0.2908064433E+00     0.2744534875E+00     0.1246752938E-01     0.4174815434E+00     0.4790996342E-02     0.2493101113E-02     0.2687648632E-02     0.2289760154E-03     0.7158188717E-02     0.9383385785E-04
    0.3506232450E-01    -0.2333007549E+00     0.8627046711E+02     0.1114012408E+04     0.5570482514E+04     0.1243598922E-01     0.1101108873E+08     0.2879177044E-03     0.2912528863E+00     0.2746000585E+00     0.1237222682E-01     0.4170934103E+00     0.4681418010E-02     0.2453433013E-02     0.2642241209E-02     0.2232675288E-03     0.7026956918E-02     0.9009055315E-04
    0.3506476850E-01    -0.2497645975E+00     0.8874743945E+02     0.1133268939E+04     0.5570461845E+04     0.1221952957E-01     0.1105137746E+08     0.3056306188E-03     0.2917005212E+00     0.2747447498E+00     0.1227556689E-01     0.4167053294E+00     0.4573832728E-02     0.2415441940E-02     0.2598703129E-02     0.2177582814E-03     0.6901102030E-02     0.8652418966E-04
    0.3506723050E-01    -0.2668496680E+00     0.9121147517E+02     0.1152378935E+04     0.5570440934E+04     0.1201183848E-01     0.1109152343E+08     0.3238405241E-03     0.2921491857E+00     0.2748874776E+00     0.1217764147E-01     0.4163174174E+00     0.4468277863E-02     0.2379031116E-02     0.2556926638E-02     0.2124380719E-03     0.6780317307E-02     0.8312534858E-04
    0.3506971150E-01    -0.2845683681E+00     0.9366397646E+02     0.1171356081E+04     0.5570419742E+04     0.1181226877E-01     0.1113154903E+08     0.3425537878E-03     0.2925990835E+00     0.2750282781E+00     0.1207846393E-01     0.4159294733E+00     0.4364701283E-02     0.2344083758E-02     0.2516780749E-02     0.2072934579E-03     0.6664228138E-02     0.7988266692E-04
    0.3507221200E-01    -0.3029301620E+00     0.9610579367E+02     0.1190209512E+04     0.5570398350E+04     0.1162027515E-01     0.1117146784E+08     0.3617735600E-03     0.2930503282E+00     0.2751671578E+00     0.1197806638E-01     0.4155413744E+00     0.4263073259E-02     0.2310501358E-02     0.2478155098E-02     0.2023133107E-03     0.6552518921E-02     0.7678646545E-04
