mdot [g/s];ps [mbar];Pel [kW];u_Torchexit [m/s];beta_Torchexit [1/s];T_Torchexit [K];p_Torchexit [Pa];rho_Torchexit [kg/m^3];h_Torchexit [J/kg];u_freestream [m/s];beta_freestream [1/s];T_freestream [K];p_freestream [Pa];rho_freestream [kg/m^3];h_freestream [J/kg];delta [m];u_delta [m/s];beta_delta [1/s];dbetadx_delta [1/ms];T_delta [K];p_delta [Pa];rho_delta [kg/m^3];h_delta [J/kg];u_wall [m/s];beta_wall [1/s];T_wall [K];p_wall [Pa];rho_wall [kg/m^3];h_wall [J/kg];NDP1;NDP2;NDP3;NDP4;NDP5
16;50;100;292.456924723816;72.09849209196601;10737.6563948354;5001.4428799449415;0.0006716125663777861;69599318.1026869;192.01784489635315;-146.00560194592134;8491.481061047514;5000.077227919599;0.0010026397230837032;44831298.02142254;0.12598797262338712;176.42837093853223;-108.45795302433903;1907.81987109367;7269.25566235121;5000.457410929876;0.001207527313744027;39682084.63471857;2.7273088685396e-05;29.16007064538823;379.817733107948;5023.832030560117;0.0458961304337487;82743.8944342881;5.039518904935485;-0.009271275857697863;0.004077138609590403;0.6032627577724267;0.9188123688908405
