mdot [g/s];ps [mbar];Pel [kW];u_Torchexit [m/s];beta_Torchexit [1/s];T_Torchexit [K];p_Torchexit [Pa];rho_Torchexit [kg/m^3];h_Torchexit [J/kg];u_freestream [m/s];beta_freestream [1/s];T_freestream [K];p_freestream [Pa];rho_freestream [kg/m^3];h_freestream [J/kg];delta [m];u_delta [m/s];beta_delta [1/s];dbetadx_delta [1/ms];T_delta [K];p_delta [Pa];rho_delta [kg/m^3];h_delta [J/kg];u_wall [m/s];beta_wall [1/s];T_wall [K];p_wall [Pa];rho_wall [kg/m^3];h_wall [J/kg];NDP1;NDP2;NDP3;NDP4;NDP5
16;50;100;565.4338818391336;195.21204670204773;9755.901430174308;5004.1433955240245;0.00023186138103235886;62117233.28788785;407.9022698936143;-25.452363870206682;6374.271038208402;5000.415169453048;0.00042525165179318754;36119995.42297958;-0.2271424405121094;376.8291352107478;-3.473371668567675e-10;-1.1334367142552456e-08;5355.752995579474;4999.98070502134;0.0006578629027071647;19280174.0473858;375.60372030137296;-7.840950111415171e-10;5240.4545873835295;5000.0503564456585;0.000696731755100108;17357692.7605803;-9.085697620484376;-1.535710796667404e-14;-1.2528395788830149e-14;0.6664424388313468;0.9238221089307231
