# Convergence file
# Iter  CFL  res
       1              0.10000    2.75331   2.61469   6.94401
       2              0.10000    2.68107   2.55645   6.86561
       3              0.11000    2.61201   2.50083   6.79452
       4              0.12100    2.54057   2.44319   6.72556
       5              0.13310    2.46736   2.38391   6.65998
       6              0.14641    2.39313   2.32345   6.59874
       7              0.16105    2.31861   2.26227   6.54230
       8              0.17716    2.24477   2.20106   6.49060
       9              0.19487    2.17246   2.14049   6.44311
      10              0.21436    2.10229   2.08109   6.39911
      11              0.23579    2.03473   2.02343   6.35788
      12              0.25937    1.96981   1.96774   6.31877
      13              0.28531    1.90562   1.91252   6.28037
      14              0.31384    1.84423   1.85979   6.24287
      15              0.34523    1.78556   1.80999   6.20669
      16              0.37975    1.72820   1.76240   6.16979
      17              0.41772    1.67194   1.71656   6.13466
      18              0.45950    1.61679   1.67247   6.10031
      19              0.50545    1.56244   1.62987   6.06670
      20              0.55599    1.50863   1.58857   6.03367
      21              0.61159    1.45508   1.54836   6.00115
      22              0.67275    1.40164   1.50913   5.96912
      23              0.74002    1.34787   1.47062   5.93736
      24              0.81403    1.29365   1.43277   5.90598
      25              0.89543    1.23858   1.39542   5.87474
      26              0.98497    1.18214   1.35838   5.84352
      27              1.08347    1.12458   1.32178   5.81270
      28              1.19182    1.06571   1.28558   5.78225
      29              1.31100    1.00547   1.24977   5.75211
      30              1.44210    0.94363   1.21429   5.72224
      31              1.58631    0.88016   1.17912   5.69261
      32              1.74494    0.81520   1.14413   5.66305
      33              1.91943    0.74822   1.10924   5.63347
      34              2.11138    0.68094   1.07458   5.60431
      35              2.32252    0.61496   1.04013   5.57541
      36              2.55477    0.55312   1.00584   5.54673
      37              2.81024    0.50011   0.97168   5.51816
      38              3.09127    0.45897   0.93755   5.48962
      39              3.40039    0.43429   0.90341   5.46336
      40              3.74043    0.42505   0.86916   5.43393
      41              4.11448    0.42998   0.83466   5.40623
      42              4.52593    0.44449   0.80034   5.37875
      43              4.97852    0.46393   0.76625   5.35175
      44              5.47637    0.48496   0.73233   5.32517
      45              6.02401    0.50553   0.69849   5.29898
      46              6.62641    0.52448   0.66476   5.27329
      47              7.28905    0.54149   0.63113   5.24822
      48              8.01795    0.55644   0.59752   5.22370
      49              8.81975    0.56926   0.56398   5.19985
      50              9.70172    0.58020   0.53049   5.17669
      51             10.67190    0.58920   0.49690   5.15387
      52             11.73909    0.59664   0.46311   5.13230
      53             12.91299    0.60254   0.42937   5.11128
      54             14.20429    0.60699   0.39571   5.09096
      55             15.62472    0.61010   0.36206   5.07120
      56             17.18719    0.61196   0.32845   5.05216
      57             18.90591    0.61266   0.29482   5.03365
      58             20.79651    0.61230   0.26122   5.01572
      59             22.87616    0.61096   0.22735   4.99848
