4004,87
4092,38
4203,6
4301,13
4403,39
4505,66
4594,22
4675,93
4733,91
4787,15
4834,6
4869,39
4903,65
4930,01
4950,04
4972,18
5000,65
5008,03
5027,01
5039,66
5052,84
5069,7
5084,99
5088,68
5099,22
5099,22
5118,2
5119,78
5135,6
5138,23
5150,36
5155,1
5160,9
5168,28
5177,77
5178,3
5196,22
5203,07
5203,07
5203,6
5222,05
5227,32
5229,43
5225,74
5242,08
5236,28
5243,13
5238,92
5246,83
5246,3
5254,21
5254,21
5255,79
5253,15
5264,22
5267,38
5268,97
5263,17
5266,33
5266,86
5260,53
5267,38
5276,35
5269,49
5272,13
5272,66
5272,66
5271,07
5272,66
5273,71
5275,29
5270,02
5276,35
5274,76
5270,55
5265,8
5272,66
5271,6
5279,51
5275,82
5276,87
5270,02
5277,4
5266,33
5281,62
5273,71
5277,93
5274,24
5275,82
5268,97
5267,91
5265,8
5267,38
5258,95
5265,8
5257,37
5256,84
5247,35
5249,99
5242,08
5232,06
5222,05
5214,67
5197,8
5188,84
5180,4
5195,16
5207,82
5224,68
5224,68
5232,59
5236,28
5239,97
5239,44
5245,77
5242,61
5245,77
5237,34
5239,44
5237,34
5241,03
5231,01
5229,43
5226,79
5227,32
5216,25
5217,83
5209,4
5213,09
5205,18
5205,71
5194,11
5198,33
5187,26
5193,06
5180,93
5184,62
5172,5
5171,44
5172,5
5170,92
5163,54
5158,79
5150,88
5157,74
5144,03
5146,14
5141,92
5143,5
5130,85
5129,8
5125,05
5124
5118,73
5119,78
5107,13
5110,82
5096,06
5096,06
5090,26
5086,05
5077,08
5074,45
5068,12
5070,23
5063,91
5056
5044,93
5047,04
5035,97
5033,33
5021,73
5023,32
5015,41
5006,45
4995,9
4992,21
4986,41
4975,34
4959,53
4965,86
4947,41
4950,04
4935,81
4924,21
4911,56
4906,82
4892,58
4888,37
4868,86
4857,26
4844,09
4835,12
4819,84
4803,5
4777,14
4766,07
4737,6
4718,1
4688,58
4651,68
4612,14
4558,37
4490,37
4416,04
4317,99
4208,87
4084,47
3957,95
4866,75
4861,48
4831,43
4821,95
4798,75
4779,77
4744,98
4713,35
4665,38
4621,63
4551,52
4474,56
4384,94
4286,36
4155,11
4031,75
3923,16
3873,61
3838,82
3815,62
3790,32
3786,63
3770,82
3769,23
