3862,54
3919,47
3984,31
4042,3
4103,97
4165,12
4220,47
4267,39
4299,54
4332,75
4359,11
4382,83
4399,7
4412,35
4427,64
4443,98
4456,63
4460,32
4471,39
4480,35
4485,1
4500,91
4503,02
4510,93
4513,56
4513,04
4528,33
4531,49
4534,12
4537,81
4547,3
4546,25
4554,68
4549,94
4559,43
4557,85
4564,17
4570,5
4573,13
4568,39
4579,99
4582,62
4585,26
4586,84
4594,75
4590,53
4594,75
4587,89
4600,54
4597,38
4600,54
4599,49
4601,6
4596,85
4600,54
4608,45
4611,61
4605,29
4601,6
4606,87
4603,71
4614,25
4610,56
4607,4
4613,72
4610,03
4618,99
4614,78
4614,78
4614,25
4608,98
4613,2
4619,52
4615,83
4610,03
4607,92
4614,25
4613,72
4612,67
4612,67
4617,94
4609,51
4617,41
4610,56
4617,41
4609,51
4616,89
4614,25
4617,41
4610,56
4615,83
4614,78
4608,98
4604,76
4610,03
4605,82
4603,71
4602,65
4598,96
4596,85
4593,16
4578,93
4576,82
4571,55
4567,33
4558,9
4570,5
4578,93
4586,84
4583,15
4596,33
4585,78
4592,11
4595,8
4592,11
4597,91
4595,27
4593,16
4593,69
4597,38
4591,58
4587,37
4588,95
4583,15
4590
4577,35
4581,57
4575,24
4574,19
4572,61
4573,66
4565,75
4565,75
4556,26
4565,75
4557,32
4553,1
4549,94
4548,36
4549,94
4546,78
4543,61
4540,45
4532,02
4539,4
4530,43
4528,85
4529,91
4532,02
4521,47
4519,89
4517,25
4512,51
4511,98
4509,35
4507,77
4507,24
4498,8
4497,75
4492,48
4494,59
4488,26
4485,63
4483,52
4482,46
4479,3
4477,72
4471,92
4474,56
4466,12
4466,12
4460,85
4464,01
4455,58
4447,14
4441,87
4444,51
4436,07
4433,44
4424,48
4427,64
4419,21
4420,79
4410,24
4403,92
4399,7
4395,48
4387,58
4390,21
4377,03
4369,65
4362,8
4354,89
4352,79
4345,93
4330,12
4320,63
4301,65
4296,91
4271,08
4249,99
4223,11
4200,44
4151,94
4109,24
4054,95
3982,2
3906,29
3826,17
4312,2
4304,29
4292,69
4287,95
4276,35
4264,75
4249,46
4234,7
4207,82
4186,21
4146,67
4105,03
4055,48
4009,61
3931,07
3864,12
3804,03
3775,56
3757,64
3748,15
3730,75
3732,86
3727,06
3724,43
