3867,81
3908,4
3944,77
3977,46
3997,49
4012,78
4026,48
4030,7
4038,61
4050,2
4049,15
4048,62
4051,79
4054,42
4057,06
4061,27
4054,95
4057,06
4058,11
4061,27
4061,27
4060,75
4065,49
4063,91
4063,91
4065,49
4063,91
4069,18
4070,24
4075,51
4071,29
4068,65
4067,07
4071,82
4073,93
4075,51
4075,51
4066,55
4071,82
4071,29
4070,76
4073,93
4071,29
4071,82
4073,93
4073,4
4072,34
4072,87
4077,09
4076,03
4073,93
4080,78
4070,76
4070,24
4075,51
4075,51
4071,29
4069,71
4072,34
4068,13
4070,76
4074,45
4072,34
4073,4
4072,87
4068,13
4070,24
4069,18
4069,71
4070,76
4067,6
4066,55
4073,4
4069,71
4069,18
4069,71
4071,29
4073,4
4072,87
4067,07
4068,13
4070,24
4066,55
4066,55
4067,07
4066,55
4066,55
4066,02
4063,91
4064,96
4060,75
4062,33
4058,64
4056,53
4061,8
4063,91
4057,06
4055,48
4052,84
4051,79
4049,68
4048,09
4047,04
4042,3
4040,19
4045,46
4043,35
4045,46
4047,57
4055,48
4057,06
4057,06
4057,58
4056,53
4057,06
4056
4059,17
4057,06
4061,8
4061,27
4057,06
4053,89
4060,22
4058,11
4058,64
4054,42
4060,75
4053,37
4055,48
4052,31
4049,68
4052,84
4052,31
4051,26
4045,46
4049,15
4048,09
4041,77
4043,88
4049,68
4047,04
4046,51
4044,93
4043,35
4045,46
4045,99
4039,66
4043,88
4037,55
4043,35
4038,08
4042,3
4036,5
4034,92
4034,39
4032,81
4029,64
4031,23
4026,48
4023,85
4027,01
4021,21
4023,32
4021,21
4021,74
4016,47
4021,74
4015,41
4010,67
4014,36
4006,98
4006,98
4004,34
4004,34
4002,76
4002,76
4005,4
3994,85
3995,38
3989,58
3989,58
3988
3984,84
3983,78
3975,35
3972,71
3968,5
3967,97
3964,28
3962,7
3953,21
3953,21
3945,3
3939,5
3929,49
3927,38
3920,53
3910,51
3897,33
3882,04
3873,08
3855,16
3839,35
3812,46
3786,63
3753,95
3725,48
3693,33
3933,18
3926,85
3920,53
3922,63
3912,62
3909,46
3899,97
3894,7
3882,57
3865,7
3853,58
3835,13
3814,04
3787,16
3766,6
3746,04
3737,61
3719,68
3714,94
3702,29
