4302,71
4472,97
4669,07
4867,81
5053,36
5234,7
5416,57
5559,42
5683,3
5785,04
5871,49
5943,18
6007,5
6054,94
6107,65
6145,08
6197,8
6223,1
6262,11
6285,83
6312,71
6343,82
6371,75
6382,82
6405,49
6412,87
6446,61
6460,84
6475,08
6492,47
6513,56
6524,63
6540,97
6543,08
6567,85
6573,65
6593,68
6609,5
6616,35
6616,35
6648,51
6656,41
6667,48
6672,23
6697,53
6690,15
6710,71
6707,55
6720,2
6727,58
6735,49
6736,54
6749,19
6750,25
6763,42
6771,33
6772,91
6765,53
6762,9
6772,39
6763,95
6777,13
6782,93
6783,46
6785,04
6779,24
6796,63
6786,09
6789,78
6791,36
6788,73
6785,04
6805,6
6801,91
6803,49
6796,63
6806,65
6801,38
6810,87
6804,54
6806,65
6799,8
6808,76
6798,74
6812,45
6801,38
6810,34
6804,01
6809,29
6794
6798,22
6794
6797,16
6787,67
6789,25
6776,08
6775,02
6771,33
6760,26
6744,45
6727,58
6711,76
6694,9
6659,05
6634,8
6626,37
6656,41
6681,72
6716,51
6722,83
6743,92
6747,08
6756,04
6760,26
6770,28
6765,53
6768,7
6752,88
6763,42
6758,15
6762,9
6747,08
6739,7
6731,8
6734,43
6723,36
6722,31
6710,71
6714,4
6697,53
6695,42
6679,08
6691,21
6671,7
6675,92
6660,1
6659,05
6646,92
6637,96
6641,13
6630,06
6618,99
6612,13
6591,57
6603,17
6582,09
6579,45
6566,27
6564,69
6545,19
6540,44
6530,43
6524,1
6514,61
6515,67
6496,16
6498,8
6477,71
6477,71
6459,26
6458,21
6438,7
6430,27
6418,14
6418,67
6403,38
6394,42
6377,03
6372,28
6351,72
6347,51
6324,84
6331,69
6303,23
6306,39
6271,6
6270,54
6246,82
6235,22
6214,67
6207,29
6177,76
6171,44
6146,14
6122,94
6104,49
6088,68
6060,21
6046,51
6015,93
5992,21
5957,94
5940,02
5910,5
5881,51
5841,45
5813,51
5753,41
5719,15
5656,94
5595,27
5510,4
5412,88
5276,87
5132,96
4943,72
4737,6
4499,33
4263,7
5928,95
5901,54
5857,26
5818,25
5768,7
5723,37
5660,11
5599,49
5507,24
5421,84
5289,52
5141,4
4965,86
4780,3
4551,52
4320,63
4126,64
4027,01
3965,33
3916,84
3874,66
3859,38
3833,55
3821,42
