4653,79
4785,57
4901,54
5011,72
5081,83
5135,6
5176,71
5195,16
5208,34
5229,96
5234,7
5237,34
5249,46
5250,52
5253,15
5264,75
5261,59
5262,11
5271,07
5267,38
5278,45
5274,76
5280,56
5285,31
5286,89
5293,74
5292,69
5292,16
5302,18
5308,5
5301,65
5306,92
5305,34
5310,08
5304,81
5311,14
5312,19
5311,66
5311,66
5305,34
5306,92
5314,83
5313,25
5312,19
5314,3
5318,52
5315,35
5315,35
5313,77
5324,32
5326,42
5327,48
5317,46
5308,5
5314,83
5316,41
5309,03
5311,14
5307,45
5305,34
5309,56
5302,7
5313,25
5310,08
5308,5
5302,18
5307,45
5304,81
5301,65
5299,54
5297,43
5301,65
5304,81
5300,07
5297,96
5300,07
5296,38
5302,7
5296,38
5290,58
5289
5286,36
5288,47
5283,73
5285,31
5273,18
5279,51
5272,66
5268,97
5275,82
5263,17
5262,11
5256,84
5254,21
5257,37
5249,99
5249,99
5235,75
5238,39
5232,06
5224,68
5206,76
5194,11
5189,37
5179,88
5186,73
5198,33
5207,29
5222,05
5232,06
5234,7
5238,92
5235,23
5238,92
5241,03
5242,61
5236,28
5236,81
5239,44
5238,39
5234,7
5232,06
5232,59
5227,85
5229,43
5224,68
5223,63
5210,45
5216,25
5209,92
5201,49
5210,45
5202,54
5199,91
5189,37
5188,31
5184,09
5178,82
5179,88
5177,77
5178,3
5170,92
5168,28
5168,28
5158,26
5154,05
5149,3
5146,14
5142,45
5140,87
5131,38
5132,96
5125,58
5118,2
5114,51
5107,66
5096,59
5098,7
5090,26
5082,88
5078,14
5067,6
5064,96
5061,27
5054,94
5050,2
5038,08
5033,33
5022,26
5020,15
5008,03
5004,34
4992,74
4991,16
4981,14
4971,13
4966,91
4961,11
4943,72
4932,12
4924,21
4912,09
4901,02
4895,75
4880,46
4865,7
4852,52
4833,02
4822,47
4809,82
4790,84
4773,45
4757,11
4738,66
4707,55
4685,41
4652,2
4623,74
4587,37
4546,78
4495,11
4449,78
4387,58
4312,2
4228,38
4129,8
4023,85
3920
4807,71
4777,14
4752,36
4717,04
4683,83
4645,88
4606,87
4550,99
4495,64
4422,37
4352,26
4258,43
4153,52
4037,55
3936,34
3866,23
3810,88
3752,37
3719,16
3703,87
