4181,46
4315,36
4472,97
4632,7
4789,26
4944,24
5078,67
5190,42
5288,47
5371,76
5443,45
5500,38
5554,15
5587,89
5627,95
5660,11
5701,22
5720,2
5747,61
5767,65
5785,57
5811,93
5834,59
5840,39
5859,37
5862,53
5894,16
5902,59
5916,83
5925,26
5942,66
5951,62
5960,05
5969,02
5985,88
5992,21
6011,71
6022,78
6030,16
6032,27
6057,05
6068,12
6074,44
6079,19
6095
6092,89
6108,18
6109,76
6115,56
6125,58
6131,38
6131,9
6141,39
6147,19
6150,35
6163,53
6162,48
6154,04
6160,37
6158,79
6156,68
6164,06
6166,69
6169,33
6169,33
6167,75
6171,97
6170,38
6176,71
6173,55
6170,38
6168,28
6180,4
6178,29
6176,71
6170,38
6178,29
6178,82
6182,51
6179,35
6178,29
6168,8
6186,2
6173,02
6180,93
6176,18
6183,04
6177,76
6183,56
6174,6
6179,35
6174,07
6172,49
6167,22
6168,28
6157,21
6154,57
6149,3
6141,92
6124
6116,09
6099,75
6086,04
6059,68
6043,34
6032,8
6053,36
6079,72
6102,91
6103,96
6122,94
6126,63
6128,21
6136,12
6138,76
6135,07
6140,86
6131,38
6139,28
6134,54
6131,9
6122,94
6118,72
6115,56
6113,98
6102,91
6104,49
6096,58
6101,86
6086,04
6089,73
6076,55
6081,3
6066,54
6069,7
6061,27
6055,47
6043,34
6037,54
6038,6
6031,22
6024,89
6022,26
6003,81
6015,93
5992,74
5998,01
5985,88
5985,36
5973,23
5964,8
5967,43
5955,31
5954,25
5952,15
5937,39
5941,6
5922,63
5924,21
5907,34
5907,34
5892,05
5887,83
5882,56
5882,56
5870,97
5862
5852,52
5850,41
5834,59
5827,74
5811,4
5815,09
5797,69
5790,31
5767,65
5764,48
5747,61
5731,8
5717,57
5711,24
5686,99
5681,72
5661,69
5645,35
5626,37
5613,72
5590,52
5577,87
5550,99
5533,59
5508,82
5485,1
5466,12
5432,91
5398,64
5372,29
5330,64
5299,54
5246,83
5190,95
5130,85
5057,05
4942,13
4824,58
4672,24
4509,87
4321,68
4125,06
5436,07
5418,15
5385,46
5363,85
5334,86
5303,23
5253,15
5207,82
5140,87
5080,25
4980,09
4870,44
4731,28
4595,27
4404,97
4221,53
4062,86
3976,93
3929,49
3891,01
3853,58
3842,51
3819,31
3805,08
