# Convergence file
# Iter  CFL  res
       1              0.10000    3.00822   2.87598   7.07074
       2              0.10000    2.93980   2.81961   6.98896
       3              0.11000    2.87476   2.76597   6.91592
       4              0.12100    2.80782   2.71054   6.84650
       5              0.13310    2.73954   2.65366   6.78242
       6              0.14641    2.67054   2.59569   6.72452
       7              0.16105    2.60147   2.53702   6.67297
       8              0.17716    2.53333   2.47838   6.62714
       9              0.19487    2.46653   2.42008   6.58596
      10              0.21436    2.40172   2.36270   6.54824
      11              0.23579    2.33923   2.30659   6.51275
      12              0.25937    2.27925   2.25213   6.47899
      13              0.28531    2.22184   2.19958   6.44616
      14              0.31384    2.16678   2.14907   6.41354
      15              0.34523    2.11373   2.10049   6.38128
      16              0.37975    2.06243   2.05375   6.34919
      17              0.41772    2.01257   2.00861   6.31761
      18              0.45950    1.96375   1.96475   6.28634
      19              0.50545    1.91476   1.92093   6.25537
      20              0.55599    1.86717   1.87883   6.22428
      21              0.61159    1.82061   1.83813   6.19324
      22              0.67275    1.77395   1.79790   6.16063
      23              0.74002    1.72739   1.75823   6.12963
      24              0.81403    1.68128   1.71941   6.09904
      25              0.89543    1.63553   1.68135   6.06888
      26              0.98497    1.59004   1.64398   6.03911
      27              1.08347    1.54462   1.60717   6.00960
      28              1.19182    1.49919   1.57087   5.98051
      29              1.31100    1.45361   1.53500   5.95153
      30              1.44210    1.40774   1.49951   5.92284
      31              1.58631    1.36136   1.46426   5.89426
      32              1.74494    1.31423   1.42914   5.86570
      33              1.91943    1.26594   1.39399   5.83700
      34              2.11138    1.21701   1.35911   5.80869
      35              2.32252    1.16728   1.32449   5.78086
      36              2.55477    1.11663   1.29007   5.75315
      37              2.81024    1.06496   1.25584   5.72571
      38              3.09127    1.01220   1.22177   5.69846
      39              3.40039    0.95801   1.18772   5.67128
      40              3.74043    0.90169   1.15358   5.64393
      41              4.11448    0.84409   1.11959   5.61707
      42              4.52593    0.78535   1.08575   5.59049
      43              4.97852    0.72551   1.05199   5.56411
      44              5.47637    0.66498   1.01824   5.53799
      45              6.02401    0.60384   0.98440   5.51177
      46              6.62641    0.54482   0.95058   5.48955
      47              7.28905    0.48842   0.91654   5.46187
      48              8.01795    0.43887   0.88235   5.43787
      49              8.81975    0.39941   0.84818   5.41367
      50              9.70172    0.37334   0.81416   5.39017
      51             10.67190    0.36069   0.78026   5.36733
      52             11.73909    0.36046   0.74637   5.34494
      53             12.91299    0.36678   0.71238   5.32304
      54             14.20429    0.37909   0.67854   5.30199
      55             15.62472    0.39455   0.64466   5.28156
      56             17.18719    0.40954   0.61064   5.26133
      57             18.90591    0.42472   0.57670   5.24195
