# solver_fvmcc_F90:: 1D stagnation line solution file
# Nonequilibrium gas flow
# Transport fluxes
# "xc"  "sum(Ji)"  "tau_rr"  "tau_rt"  "tau_tt"  "q_r"  "q_r_Ftr"  "q_r_Fint"  "q_r_Diff" "Vdi(e-)"  "Vdi(N+)" "Vdi(O+)"  "Vdi(NO+)" "Vdi(N2+)"  "Vdi(O2+)" "Vdi(N)"  "Vdi(O)" "Vdi(NO)"  "Vdi(N2)" "Vdi(O2)"
    0.3500098150E-01    -0.2059984128E-17    -0.8990921715E-01     0.9052240684E+02     0.4495460857E-01    -0.2040090238E+07    -0.1874796429E+07     0.0000000000E+00    -0.1652938091E+06    -0.1165156768E+02    -0.1255458200E+03    -0.8585161716E+01    -0.1778093135E+02    -0.2491706062E+02    -0.1500800899E+02    -0.3902393232E+00    -0.1420704725E+00     0.6930988372E+00     0.3166680236E+00     0.3566257630E+01
    0.3500295250E-01     0.4770489559E-17    -0.9003568483E-01     0.8954845936E+02     0.4501784242E-01    -0.2020335933E+07    -0.1589534732E+07     0.0000000000E+00    -0.4308012020E+06    -0.3441069380E+02    -0.1627848189E+03    -0.2533113337E+02    -0.5023988618E+02    -0.7277361077E+02    -0.4617470823E+02    -0.1182849398E+01    -0.4293104416E+00     0.2204022540E+01     0.9610877537E+00     0.1080359735E+02
    0.3500493900E-01     0.3035766083E-17    -0.9897088632E-01     0.8909429355E+02     0.4948544316E-01    -0.2012613335E+07    -0.1449671572E+07     0.0000000000E+00    -0.5629417626E+06    -0.4722778908E+02    -0.1430081618E+03    -0.3471397370E+02    -0.6465849698E+02    -0.1007008428E+03    -0.6471281370E+02    -0.1721002587E+01    -0.6295500746E+00     0.3490774298E+01     0.1399141542E+01     0.1584806247E+02
    0.3500694050E-01    -0.4336808690E-17    -0.1179236164E+00     0.8888035334E+02     0.5896180822E-01    -0.2010447464E+07    -0.1366607559E+07     0.0000000000E+00    -0.6438399053E+06    -0.5552176354E+02    -0.1271632524E+03    -0.4136369311E+02    -0.7152447726E+02    -0.1165926123E+03    -0.7469415672E+02    -0.2142505865E+01    -0.7888181998E+00     0.4661930240E+01     0.1744288443E+01     0.1997670162E+02
    0.3500895750E-01    -0.6938893904E-17    -0.1425957455E+00     0.8866824657E+02     0.7129787273E-01    -0.2008094939E+07    -0.1309868443E+07     0.0000000000E+00    -0.6982264952E+06    -0.6111227622E+02    -0.1161239941E+03    -0.4647576542E+02    -0.7470505814E+02    -0.1267360665E+03    -0.7970701478E+02    -0.2493069435E+01    -0.9227000712E+00     0.5762530424E+01     0.2033557551E+01     0.2359062681E+02
    0.3501099050E-01    -0.5204170428E-17    -0.1705065210E+00     0.8851416067E+02     0.8525326049E-01    -0.2007171554E+07    -0.1269286969E+07     0.0000000000E+00    -0.7378845845E+06    -0.6498946815E+02    -0.1082447038E+03    -0.5058241707E+02    -0.7599612675E+02    -0.1340917018E+03    -0.8199679157E+02    -0.2799829658E+01    -0.1040191966E+01     0.6825225991E+01     0.2289051434E+01     0.2690729056E+02
    0.3501303900E-01     0.4770489559E-17    -0.2004973374E+00     0.8836852290E+02     0.1002486687E+00    -0.2006461187E+07    -0.1238487685E+07     0.0000000000E+00    -0.7679735020E+06    -0.6771002845E+02    -0.1023879892E+03    -0.5394044238E+02    -0.7624668099E+02    -0.1399873936E+03    -0.8277725067E+02    -0.3074562914E+01    -0.1145201308E+01     0.7865206803E+01     0.2520084979E+01     0.3001454283E+02
    0.3501510300E-01    -0.6938893904E-17    -0.2319745446E+00     0.8822671827E+02     0.1159872723E+00    -0.2005845748E+07    -0.1214246950E+07     0.0000000000E+00    -0.7915987981E+06    -0.6963322431E+02    -0.9786045302E+02    -0.5672375947E+02    -0.7590570297E+02    -0.1449899872E+03    -0.8270075215E+02    -0.3325304436E+01    -0.1240372047E+01     0.8893326056E+01     0.2733021447E+01     0.3296804941E+02
    0.3501718350E-01     0.4336808690E-18    -0.2646345475E+00     0.8808924163E+02     0.1323172737E+00    -0.2005345689E+07    -0.1194660044E+07     0.0000000000E+00    -0.8106856451E+06    -0.7099703004E+02    -0.9425444450E+02    -0.5905069614E+02    -0.7522863705E+02    -0.1493800685E+03    -0.8213589484E+02    -0.3557596923E+01    -0.1327545114E+01     0.9917617615E+01     0.2932244526E+01     0.3580495628E+02
    0.3501928000E-01    -0.9974659987E-17    -0.2983025895E+00     0.8795268103E+02     0.1491512947E+00    -0.2004880041E+07    -0.1178443296E+07     0.0000000000E+00    -0.8264367450E+06    -0.7195903527E+02    -0.9130572930E+02    -0.6100885947E+02    -0.7435564144E+02    -0.1532830808E+03    -0.8128246501E+02    -0.3775052610E+01    -0.1407906746E+01     0.1094290923E+02     0.3120585613E+01     0.3854661143E+02
