# solver_fvmcc_F90:: 1D stagnation line solution file
# Nonequilibrium flow
# Primitive variables and extra data
#"xc"  "u"  "v"  "T"  "p"  "rho"  "h0"  "Mf" "xi(e-)" "xi(N+)" "xi(O+)" "xi(NO+)" "xi(N2+)" "xi(O2+)" "xi(N)" "xi(O)" "xi(NO)" "xi(N2)" "xi(O2)" "rhoi(e-)"  "rhoi(N+)" "rhoi(O+)"  "rhoi(NO+)" "rhoi(N2+)"  "rhoi(O2+)" "rhoi(N)"  "rhoi(O)" "rhoi(NO)"  "rhoi(N2)" "rhoi(O2)"
    0.3500098150E-01    -0.2931781869E-02     0.3924056352E+01     0.4091317063E+03     0.5940529334E+04     0.3247603877E-01     0.1530098018E+08     0.5494135384E-05     0.2511966136E-04     0.6429513519E-06     0.2424627492E-04     0.1108169636E-06     0.3800618534E-11     0.1222590748E-06     0.4669445197E+00     0.2423174659E+00     0.1026333358E-01     0.2765610727E+00     0.3863366151E-02     0.2406473225E-10     0.1572621796E-07     0.6774249540E-06     0.5806777896E-08     0.1858765810E-12     0.6831793143E-08     0.1142164006E-01     0.6770422563E-02     0.5378056457E-03     0.1352957747E-01     0.2158872144E-03
    0.3500295250E-01    -0.7554718070E-02     0.1074536895E+02     0.4765942224E+03     0.5940554961E+04     0.2786657403E-01     0.1540644580E+08     0.1312297396E-04     0.2676242420E-04     0.1723833754E-05     0.2477901241E-04     0.1271375989E-06     0.4954849384E-11     0.1349529294E-06     0.4674769044E+00     0.2423630622E+00     0.1022982455E-01     0.2760734084E+00     0.3803273034E-02     0.2200943740E-10     0.3619576793E-07     0.5943145954E-06     0.5718988347E-08     0.2080385000E-12     0.6473693850E-08     0.9816113790E-02     0.5813179390E-02     0.4601732139E-03     0.1159401872E-01     0.1824461881E-03
    0.3500493900E-01    -0.1155769784E-01     0.1697421030E+02     0.5319474406E+03     0.5940557169E+04     0.2495165866E-01     0.1550431229E+08     0.1901152909E-04     0.2891065438E-04     0.3256973287E-05     0.2535638819E-04     0.1466106388E-06     0.7055463531E-11     0.1531566579E-06     0.4681927638E+00     0.2424275436E+00     0.1017916059E-01     0.2754199602E+00     0.3722748082E-02     0.2130206099E-10     0.6127126152E-07     0.5448789189E-06     0.5908685899E-08     0.2654270126E-12     0.6582425204E-08     0.8808142509E-02     0.5209661023E-02     0.4102469177E-03     0.1036298912E-01     0.1600004297E-03
    0.3500694050E-01    -0.1568050811E-01     0.2282002727E+02     0.5804433069E+03     0.5940545775E+04     0.2285146589E-01     0.1559690733E+08     0.2470296795E-04     0.3136886129E-04     0.5048784230E-05     0.2598153685E-04     0.1669875211E-06     0.1021373129E-10     0.1740092352E-06     0.4689860592E+00     0.2424993399E+00     0.1011869497E-01     0.2746986903E+00     0.3634475405E-02     0.2118217437E-10     0.8704373525E-07     0.5116647916E-06     0.6167618735E-08     0.3521527747E-12     0.6853784322E-08     0.8085886703E-02     0.4775800193E-02     0.3737368734E-03     0.9472275108E-02     0.1431552625E-03
    0.3500895750E-01    -0.2027711427E-01     0.2837008984E+02     0.6242988966E+03     0.5940527673E+04     0.2123115097E-01     0.1568526277E+08     0.3081467004E-04     0.3401248977E-04     0.6977029744E-05     0.2665556772E-04     0.1868830222E-06     0.1462856295E-10     0.1954562660E-06     0.4698133743E+00     0.2425743453E+00     0.1005175615E-01     0.2739491484E+00     0.3543348473E-02     0.2135384697E-10     0.1118374356E-06     0.4880615002E-06     0.6417550093E-08     0.4689506068E-12     0.7157702615E-08     0.7531110352E-02     0.4441670859E-02     0.3451829254E-03     0.8782811985E-02     0.1297613533E-03
    0.3501099050E-01    -0.2552843180E-01     0.3370720305E+02     0.6649515195E+03     0.5940506099E+04     0.1991864235E-01     0.1577067432E+08     0.3760459486E-04     0.3677483505E-04     0.8977530741E-05     0.2737763802E-04     0.2056924913E-06     0.2059912419E-10     0.2164123233E-06     0.4706628319E+00     0.2426508879E+00     0.9979765589E-02     0.2731818456E+00     0.3451116890E-02     0.2167651411E-10     0.1351059682E-06     0.4706343246E-06     0.6631608269E-08     0.6199887457E-12     0.7440584409E-08     0.7083445331E-02     0.4171424591E-02     0.3217575221E-03     0.8222738393E-02     0.1186566758E-03
    0.3501303900E-01    -0.3150455005E-01     0.3886308295E+02     0.7031132770E+03     0.5940482468E+04     0.1882365496E-01     0.1585354290E+08     0.4514601926E-04     0.3961395241E-04     0.1101276679E-04     0.2814418791E-04     0.2231338020E-06     0.2850701216E-10     0.2362925681E-06     0.4715226061E+00     0.2427276976E+00     0.9903911332E-02     0.2724074303E+00     0.3359124227E-02     0.2208258146E-10     0.1567389857E-06     0.4575507792E-06     0.6803442962E-08     0.8114384001E-12     0.7683128190E-08     0.6711199022E-02     0.3946251910E-02     0.3019799217E-03     0.7754370441E-02     0.1092248682E-03
    0.3501510300E-01    -0.3823984750E-01     0.4386211572E+02     0.7392702612E+03     0.5940457420E+04     0.1788974236E-01     0.1593419004E+08     0.5345673712E-04     0.4250279398E-04     0.1306229285E-04     0.2894898542E-04     0.2391133436E-06     0.3882804102E-10     0.2548188364E-06     0.4723859643E+00     0.2428039867E+00     0.9824976558E-02     0.2716319200E+00     0.3268144454E-02     0.2253405641E-10     0.1768154608E-06     0.4476145103E-06     0.6934057310E-08     0.1051171594E-11     0.7880246030E-08     0.6394621094E-02     0.3754408405E-02     0.2849200940E-03     0.7354084739E-02     0.1010687606E-03
    0.3501718350E-01    -0.4575536500E-01     0.4872536600E+02     0.7737830841E+03     0.5940431300E+04     0.1707914481E-01     0.1601290651E+08     0.6253619303E-04     0.4542426920E-04     0.1511555274E-04     0.2978559848E-04     0.2536364770E-06     0.5214701298E-10     0.2718828027E-06     0.4732492966E+00     0.2428792706E+00     0.9743468475E-02     0.2708585075E+00     0.3178605793E-02     0.2300869257E-10     0.1954820790E-06     0.4400066447E-06     0.7027120842E-08     0.1348784372E-11     0.8032894852E-08     0.6120542292E-02     0.3588048009E-02     0.2699524266E-03     0.7006036616E-02     0.9391489160E-04
    0.3501928000E-01    -0.5405969217E-01     0.5346640244E+02     0.8068960641E+03     0.5940404338E+04     0.1636616058E-01     0.1608987600E+08     0.7236980645E-04     0.4836456048E-04     0.1716535997E-04     0.3064738971E-04     0.2667431851E-06     0.6915423816E-10     0.2874500681E-06     0.4741099383E+00     0.2429531722E+00     0.9659803144E-02     0.2700895296E+00     0.3090825197E-02     0.2349259009E-10     0.2128803103E-06     0.4341562508E-06     0.7086939177E-08     0.1715274381E-11     0.8144274876E-08     0.5880017900E-02     0.3441834887E-02     0.2566501902E-03     0.6699421970E-02     0.8757333685E-04
