# Convergence file
# Iter  CFL  res
       1              0.01000    3.06432   2.93349   7.07205
       2              0.01000    3.05600   2.92670   7.06244
       3              0.01034    3.04773   2.91995   7.05296
       4              0.01101    3.03924   2.91302   7.04326
       5              0.01204    3.03027   2.90569   7.03313
       6              0.01325    3.02053   2.89774   7.02220
       7              0.01457    3.00993   2.88907   7.01041
       8              0.01603    2.99838   2.87963   6.99774
       9              0.01763    2.98583   2.86936   6.98411
      10              0.01939    2.97221   2.85820   6.96952
      11              0.02133    2.95744   2.84609   6.95398
      12              0.02347    2.94144   2.83296   6.93741
      13              0.02581    2.92415   2.81875   6.91990
      14              0.02840    2.90552   2.80340   6.90148
      15              0.03123    2.88545   2.78684   6.88213
      16              0.03436    2.86392   2.76902   6.86202
      17              0.03779    2.84086   2.74989   6.84117
      18              0.04157    2.81625   2.72939   6.81975
      19              0.04573    2.79006   2.70750   6.79787
      20              0.05030    2.76231   2.68419   6.77571
      21              0.05533    2.73300   2.65945   6.75341
      22              0.06087    2.70222   2.63328   6.73111
      23              0.06695    2.66998   2.60570   6.70892
      24              0.07365    2.63641   2.57675   6.68694
      25              0.08102    2.60162   2.54649   6.66522
      26              0.08912    2.56578   2.51503   6.64373
      27              0.09803    2.52907   2.48249   6.62249
      28              0.10783    2.49171   2.44907   6.60132
      29              0.11861    2.45384   2.41489   6.58003
      30              0.13048    2.41558   2.38006   6.55874
      31              0.14352    2.37710   2.34477   6.53723
      32              0.15788    2.33849   2.30914   6.51552
      33              0.17366    2.29988   2.27335   6.49345
      34              0.19103    2.26131   2.23751   6.47108
      35              0.21013    2.22285   2.20176   6.44829
      36              0.23115    2.18453   2.16618   6.42515
      37              0.25426    2.14633   2.13083   6.40154
      38              0.27969    2.10800   2.09562   6.37672
      39              0.30766    2.06964   2.06056   6.35198
      40              0.33842    2.03133   2.02578   6.32689
      41              0.37226    1.99294   1.99116   6.30155
      42              0.40949    1.95448   1.95671   6.27598
      43              0.45044    1.91468   1.92114   6.25105
      44              0.49548    1.87540   1.88633   6.22441
      45              0.54503    1.83623   1.85190   6.19793
      46              0.59953    1.79706   1.81776   6.17120
      47              0.65949    1.75724   1.78344   6.14314
      48              0.72543    1.71687   1.74897   6.11583
      49              0.79798    1.67635   1.71475   6.08839
      50              0.87778    1.63558   1.68070   6.06107
      51              0.96555    1.59464   1.64688   6.03404
      52              1.06211    1.55347   1.61327   6.00689
      53              1.16832    1.51197   1.57984   5.97981
      54              1.28515    1.47008   1.54653   5.95295
      55              1.41367    1.42772   1.51334   5.92614
      56              1.55503    1.38476   1.48022   5.89922
      57              1.71054    1.34108   1.44714   5.87234
      58              1.88159    1.29650   1.41400   5.84548
      59              2.06975    1.25054   1.38059   5.81832
      60              2.27672    1.20381   1.34731   5.79147
      61              2.50440    1.15616   1.31413   5.76481
      62              2.75484    1.10739   1.28099   5.73813
      63              3.03032    1.05749   1.24792   5.71163
      64              3.33335    1.00631   1.21489   5.68534
      65              3.66669    0.95366   1.18186   5.65917
      66              4.03336    0.89880   1.14857   5.63273
      67              4.43669    0.84232   1.11534   5.60662
      68              4.88036    0.78440   1.08218   5.58077
      69              5.36840    0.72495   1.04905   5.55501
      70              5.90524    0.66426   1.01593   5.52951
      71              6.49576    0.60297   0.98264   5.50426
      72              7.14534    0.54106   0.94922   5.48331
      73              7.85987    0.48015   0.91556   5.45575
      74              8.64586    0.42443   0.88181   5.43242
      75              9.51044    0.37858   0.84806   5.40932
      76             10.46149    0.34289   0.81427   5.38658
      77             11.50763    0.32265   0.78061   5.36445
      78             12.65840    0.31635   0.74696   5.34287
      79             13.92424    0.32056   0.71322   5.32177
      80             15.31666    0.33209   0.67949   5.30156
      81             16.84833    0.34797   0.64576   5.28191
      82             18.53316    0.36487   0.61187   5.26239
      83             20.38648    0.38182   0.57800   5.24328
      84             22.42512    0.39823   0.54404   5.22442
      85             24.66764    0.41214   0.50967   5.20608
      86             27.13440    0.42501   0.47536   5.18859
      87             29.84784    0.43599   0.44093   5.17011
      88             32.83262    0.44533   0.40649   5.15241
      89             36.11589    0.45287   0.37189   5.13524
      90             39.72747    0.45896   0.33728   5.11771
      91             43.70022    0.46338   0.30245   5.10088
      92             48.07024    0.46655   0.26753   5.08454
      93             52.87727    0.46816   0.23230   5.06824
      94             58.16499    0.46868   0.19708   5.05263
      95             63.98149    0.46815   0.16190   5.03685
      96             70.37964    0.46635   0.12643   5.02173
      97             77.41761    0.46441   0.09128   5.00646
      98             85.15937    0.45971   0.05537   4.99220
      99             93.67531    0.45506   0.02001   4.97988
     100            103.04284    0.44934  -0.01549   4.96733
     101            113.34712    0.44311  -0.04950   4.95474
     102            124.68183    0.43518  -0.08570   4.94394
     103            137.15001    0.42672  -0.12029   4.93361
     104            150.86502    0.41737  -0.15418   4.92289
     105            165.95152    0.40733  -0.18670   4.91447
     106            182.54667    0.39605  -0.21866   4.90689
     107            200.80134    0.38420  -0.24857   4.89977
     108            220.88147    0.37155  -0.27628   4.89398
     109            242.96962    0.35821  -0.30139   4.88510
     110            267.26658    0.34413  -0.32338   4.87856
     111            293.99324    0.32981  -0.34140   4.87513
     112            323.39256    0.31525  -0.35497   4.86658
     113            355.73182    0.30074  -0.36275   4.86160
     114            391.30500    0.28677  -0.36557   4.85713
     115            430.43550    0.27255  -0.36063   4.84112
     116            473.47905    0.25760  -0.34646   4.83338
     117            520.82695    0.23997  -0.32116   4.82731
     118            572.90965    0.21700  -0.28627   4.81513
