    0.2145935019E-07     0.6320698477E-05     0.4916645644E-16     0.5244091538E-01     0.6699970179E-16     0.6336008334E-02     0.2637231817E-01     0.3955734519E-16     0.3808620346E-01     0.1607497939E-15     0.3268485434E-12     0.1681021162E-04     0.4789682007E-05     0.6624314311E-09     0.4240007150E-03     0.4388154764E-04     0.8304112145E-02     0.8969703764E-03     0.4227771120E-04     0.1114619597E+01     0.1466375434E+01     0.2685426595E+04     0.2683076151E+04
    0.2131388553E-07     0.6299110576E-05     0.8976674433E-17     0.5200942625E-01     0.1331254350E-16     0.6295102271E-02     0.2619993616E-01     0.2916600100E-17     0.3781907913E-01     0.7293495420E-16     0.3737744468E-12     0.1674687651E-04     0.4617052621E-05     0.8640393355E-09     0.4202591606E-03     0.4352422745E-04     0.8251210100E-02     0.8908901599E-03     0.2231605168E-04     0.1121683361E+01     0.4384797746E+01     0.2706060784E+04     0.2702267235E+04
    0.2117730750E-07     0.6298318578E-05     0.1723493356E-17     0.5160231289E-01     0.2631662746E-17     0.6256367658E-02     0.2603655503E-01     0.1000000000E-17     0.3755492498E-01     0.6613433736E-16     0.4120437409E-12     0.1668239721E-04     0.4460505605E-05     0.1048965331E-08     0.4166844006E-03     0.4318362977E-04     0.8194462611E-02     0.8851813921E-03     0.1509677214E-04     0.1129376677E+01     0.7289696055E+01     0.2726003885E+04     0.2721195068E+04
    0.2104056549E-07     0.6316727366E-05     0.1000000000E-17     0.5119215406E-01     0.1000000000E-17     0.6217217866E-02     0.2587136492E-01     0.1000000000E-17     0.3728069709E-01     0.7758492594E-16     0.4553771329E-12     0.1661249873E-04     0.4310064598E-05     0.1231632356E-08     0.4130478103E-03     0.4283769132E-04     0.8134189320E-02     0.8794657701E-03     0.1262432275E-04     0.1137400586E+01     0.1034187979E+02     0.2746522414E+04     0.2740888069E+04
    0.2091076534E-07     0.6354068771E-05     0.1000000000E-17     0.5079980117E-01     0.1000000000E-17     0.6179645646E-02     0.2571280067E-01     0.1000000000E-17     0.3701162067E-01     0.9524712193E-16     0.5029715981E-12     0.1654054863E-04     0.4173832034E-05     0.1405290349E-08     0.4095360971E-03     0.4250411082E-04     0.8074958576E-02     0.8740403080E-03     0.1221988228E-04     0.1145180036E+01     0.1338003806E+02     0.2766558293E+04     0.2760277366E+04
    0.2078687211E-07     0.6406508980E-05     0.1000000000E-17     0.5042257430E-01     0.1000000000E-17     0.6143419685E-02     0.2555989362E-01     0.1000000000E-17     0.3674761762E-01     0.1168421045E-15     0.5550590986E-12     0.1646718627E-04     0.4049147865E-05     0.1573816199E-08     0.4061323318E-03     0.4218116445E-04     0.8017193128E-02     0.8688617471E-03     0.1252790195E-04     0.1153037499E+01     0.1640490491E+02     0.2786195034E+04     0.2779376757E+04
    0.2066263697E-07     0.6477545486E-05     0.1000000000E-17     0.5004118186E-01     0.1000000000E-17     0.6106678328E-02     0.2540477582E-01     0.1000000000E-17     0.3647494063E-01     0.1440732295E-15     0.6152437317E-12     0.1638854532E-04     0.3929731465E-05     0.1748324122E-08     0.4026606112E-03     0.4185217300E-04     0.7958111556E-02     0.8636688943E-03     0.1317116771E-04     0.1161051501E+01     0.1957477465E+02     0.2806436078E+04     0.2799160222E+04
    0.2054425890E-07     0.6562683316E-05     0.1000000000E-17     0.4967468006E-01     0.1000000000E-17     0.6071263540E-02     0.2525521190E-01     0.1000000000E-17     0.3620739361E-01     0.1764194682E-15     0.6812464312E-12     0.1630892640E-04     0.3820880446E-05     0.1922226652E-08     0.3992949917E-03     0.4153362319E-04     0.7900769474E-02     0.8587208590E-03     0.1394156482E-04     0.1168737552E+01     0.2273073654E+02     0.2826269587E+04     0.2818622068E+04
    0.2043137440E-07     0.6660427455E-05     0.1000000000E-17     0.4932215436E-01     0.1000000000E-17     0.6037095732E-02     0.2511085638E-01     0.1000000000E-17     0.3594469317E-01     0.2146038658E-15     0.7534583489E-12     0.1622865276E-04     0.3721449180E-05     0.2097297434E-08     0.3960290767E-03     0.4122488009E-04     0.7845093263E-02     0.8540024471E-03     0.1477010108E-04     0.1176252155E+01     0.2587323762E+02     0.2845714684E+04     0.2837767156E+04
    0.2032366285E-07     0.6769476625E-05     0.1000000000E-17     0.4898280219E-01     0.1000000000E-17     0.6004105496E-02     0.2497140761E-01     0.1000000000E-17     0.3568658081E-01     0.2594260305E-15     0.8322689236E-12     0.1614800239E-04     0.3630443901E-05     0.2274879316E-08     0.3928572484E-03     0.4092538746E-04     0.7791000054E-02     0.8495002574E-03     0.1563137824E-04     0.1183647591E+01     0.2900269913E+02     0.2864788187E+04     0.2856600970E+04
    0.2022083489E-07     0.6888695501E-05     0.1000000000E-17     0.4865589989E-01     0.1000000000E-17     0.5972230397E-02     0.2483659449E-01     0.1000000000E-17     0.3543282034E-01     0.3117643432E-15     0.9180730550E-12     0.1606721073E-04     0.3546997921E-05     0.2455982891E-08     0.3897744390E-03     0.4063464421E-04     0.7738408322E-02     0.8452021945E-03     0.1651566114E-04     0.1190986942E+01     0.3211951921E+02     0.2883505374E+04     0.2875129452E+04
    0.2012263150E-07     0.7017094059E-05     0.1000000000E-17     0.4834079872E-01     0.1000000000E-17     0.5941414941E-02     0.2470617623E-01     0.1000000000E-17     0.3518320414E-01     0.3725974374E-15     0.1011282664E-11     0.1598648004E-04     0.3470352866E-05     0.2641360018E-08     0.3867761160E-03     0.4035220313E-04     0.7687243064E-02     0.8410974319E-03     0.1741891460E-04     0.1198478487E+01     0.3522408959E+02     0.2901880408E+04     0.2893358892E+04
    0.2002413348E-07     0.7160576306E-05     0.1000000000E-17     0.4802174985E-01     0.1000000000E-17     0.5910119953E-02     0.2457362989E-01     0.1000000000E-17     0.3492529804E-01     0.4466074752E-15     0.1117494677E-11     0.1590196493E-04     0.3396338840E-05     0.2841672241E-08     0.3837126864E-03     0.4006396426E-04     0.7634950963E-02     0.8369803545E-03     0.1838491578E-04     0.1206342275E+01     0.3847121010E+02     0.2920827525E+04     0.2912189002E+04
    0.1992589139E-07     0.7320040643E-05     0.1000000000E-17     0.4770010818E-01     0.1000000000E-17     0.5878466976E-02     0.2443944502E-01     0.1000000000E-17     0.3465946929E-01     0.5368841752E-15     0.1238557674E-11     0.1581381333E-04     0.3325437593E-05     0.3059167034E-08     0.3805933040E-03     0.3977083319E-04     0.7581686105E-02     0.8328739746E-03     0.1941559009E-04     0.1214179930E+01     0.4185945347E+02     0.2940297319E+04     0.2931574499E+04
    0.1983238010E-07     0.7487730415E-05     0.1000000000E-17     0.4739054952E-01     0.1000000000E-17     0.5847904633E-02     0.2430975268E-01     0.1000000000E-17     0.3439790672E-01     0.6416574429E-15     0.1370119054E-11     0.1572624856E-04     0.3260518340E-05     0.3284738908E-08     0.3775605671E-03     0.3948620939E-04     0.7529884524E-02     0.8289653354E-03     0.2046352982E-04     0.1221690554E+01     0.4523448802E+02     0.2959401271E+04     0.2950623930E+04
