 0.21459350E-07  0.63206985E-05  0.49166456E-16  0.52440915E-01  0.66999702E-16  0.63360083E-02  0.26372318E-01  0.39557345E-16  0.38086203E-01  0.16074979E-15  0.32684854E-12  0.16810212E-04  0.47896820E-05  0.66243143E-09  0.42400072E-03  0.43881548E-04  0.83041121E-02  0.89697038E-03  0.42277711E-04  0.11146196E+01  0.14663754E+01  0.26854266E+04  0.26830762E+04
 0.21313886E-07  0.62991106E-05  0.89766744E-17  0.52009426E-01  0.13312544E-16  0.62951023E-02  0.26199936E-01  0.29166001E-17  0.37819079E-01  0.72934954E-16  0.37377445E-12  0.16746877E-04  0.46170526E-05  0.86403934E-09  0.42025916E-03  0.43524227E-04  0.82512101E-02  0.89089016E-03  0.22316052E-04  0.11216834E+01  0.43847977E+01  0.27060608E+04  0.27022672E+04
 0.21177307E-07  0.62983186E-05  0.17234934E-17  0.51602313E-01  0.26316627E-17  0.62563677E-02  0.26036555E-01  0.10000000E-17  0.37554925E-01  0.66134337E-16  0.41204374E-12  0.16682397E-04  0.44605056E-05  0.10489653E-08  0.41668440E-03  0.43183630E-04  0.81944626E-02  0.88518139E-03  0.15096772E-04  0.11293767E+01  0.72896961E+01  0.27260039E+04  0.27211951E+04
 0.21040565E-07  0.63167274E-05  0.10000000E-17  0.51192154E-01  0.10000000E-17  0.62172179E-02  0.25871365E-01  0.10000000E-17  0.37280697E-01  0.77584926E-16  0.45537713E-12  0.16612499E-04  0.43100646E-05  0.12316324E-08  0.41304781E-03  0.42837691E-04  0.81341893E-02  0.87946577E-03  0.12624323E-04  0.11374006E+01  0.10341880E+02  0.27465224E+04  0.27408881E+04
 0.20910765E-07  0.63540688E-05  0.10000000E-17  0.50799801E-01  0.10000000E-17  0.61796456E-02  0.25712801E-01  0.10000000E-17  0.37011621E-01  0.95247122E-16  0.50297160E-12  0.16540549E-04  0.41738320E-05  0.14052903E-08  0.40953610E-03  0.42504111E-04  0.80749586E-02  0.87404031E-03  0.12219882E-04  0.11451800E+01  0.13380038E+02  0.27665583E+04  0.27602774E+04
 0.20786872E-07  0.64065090E-05  0.10000000E-17  0.50422574E-01  0.10000000E-17  0.61434197E-02  0.25559894E-01  0.10000000E-17  0.36747618E-01  0.11684210E-15  0.55505910E-12  0.16467186E-04  0.40491479E-05  0.15738162E-08  0.40613233E-03  0.42181164E-04  0.80171931E-02  0.86886175E-03  0.12527902E-04  0.11530375E+01  0.16404905E+02  0.27861950E+04  0.27793768E+04
 0.20662637E-07  0.64775455E-05  0.10000000E-17  0.50041182E-01  0.10000000E-17  0.61066783E-02  0.25404776E-01  0.10000000E-17  0.36474941E-01  0.14407323E-15  0.61524373E-12  0.16388545E-04  0.39297315E-05  0.17483241E-08  0.40266061E-03  0.41852173E-04  0.79581116E-02  0.86366889E-03  0.13171168E-04  0.11610515E+01  0.19574775E+02  0.28064361E+04  0.27991602E+04
 0.20544259E-07  0.65626833E-05  0.10000000E-17  0.49674680E-01  0.10000000E-17  0.60712635E-02  0.25255212E-01  0.10000000E-17  0.36207394E-01  0.17641947E-15  0.68124643E-12  0.16308926E-04  0.38208804E-05  0.19222267E-08  0.39929499E-03  0.41533623E-04  0.79007695E-02  0.85872086E-03  0.13941565E-04  0.11687376E+01  0.22730737E+02  0.28262696E+04  0.28186221E+04
 0.20431374E-07  0.66604275E-05  0.10000000E-17  0.49322154E-01  0.10000000E-17  0.60370957E-02  0.25110856E-01  0.10000000E-17  0.35944693E-01  0.21460387E-15  0.75345835E-12  0.16228653E-04  0.37214492E-05  0.20972974E-08  0.39602908E-03  0.41224880E-04  0.78450933E-02  0.85400245E-03  0.14770101E-04  0.11762522E+01  0.25873238E+02  0.28457147E+04  0.28377672E+04
 0.20323663E-07  0.67694766E-05  0.10000000E-17  0.48982802E-01  0.10000000E-17  0.60041055E-02  0.24971408E-01  0.10000000E-17  0.35686581E-01  0.25942603E-15  0.83226892E-12  0.16148002E-04  0.36304439E-05  0.22748793E-08  0.39285725E-03  0.40925387E-04  0.77910001E-02  0.84950026E-03  0.15631378E-04  0.11836476E+01  0.29002699E+02  0.28647882E+04  0.28566010E+04
 0.20220835E-07  0.68886955E-05  0.10000000E-17  0.48655900E-01  0.10000000E-17  0.59722304E-02  0.24836594E-01  0.10000000E-17  0.35432820E-01  0.31176434E-15  0.91807305E-12  0.16067211E-04  0.35469979E-05  0.24559829E-08  0.38977444E-03  0.40634644E-04  0.77384083E-02  0.84520219E-03  0.16515661E-04  0.11909869E+01  0.32119519E+02  0.28835054E+04  0.28751295E+04
 0.20122632E-07  0.70170941E-05  0.10000000E-17  0.48340799E-01  0.10000000E-17  0.59414149E-02  0.24706176E-01  0.10000000E-17  0.35183204E-01  0.37259744E-15  0.10112827E-11  0.15986480E-04  0.34703529E-05  0.26413600E-08  0.38677612E-03  0.40352203E-04  0.76872431E-02  0.84109743E-03  0.17418915E-04  0.11984785E+01  0.35224090E+02  0.29018804E+04  0.28933589E+04
 0.20024133E-07  0.71605763E-05  0.10000000E-17  0.48021750E-01  0.10000000E-17  0.59101200E-02  0.24573630E-01  0.10000000E-17  0.34925298E-01  0.44660748E-15  0.11174947E-11  0.15901965E-04  0.33963388E-05  0.28416722E-08  0.38371269E-03  0.40063964E-04  0.76349510E-02  0.83698035E-03  0.18384916E-04  0.12063423E+01  0.38471210E+02  0.29208275E+04  0.29121890E+04
 0.19925891E-07  0.73200406E-05  0.10000000E-17  0.47700108E-01  0.10000000E-17  0.58784670E-02  0.24439445E-01  0.10000000E-17  0.34659469E-01  0.53688418E-15  0.12385577E-11  0.15813813E-04  0.33254376E-05  0.30591670E-08  0.38059330E-03  0.39770833E-04  0.75816861E-02  0.83287397E-03  0.19415590E-04  0.12141799E+01  0.41859453E+02  0.29402973E+04  0.29315745E+04
 0.19832380E-07  0.74877304E-05  0.10000000E-17  0.47390550E-01  0.10000000E-17  0.58479046E-02  0.24309753E-01  0.10000000E-17  0.34397907E-01  0.64165744E-15  0.13701191E-11  0.15726249E-04  0.32605183E-05  0.32847389E-08  0.37756057E-03  0.39486209E-04  0.75298845E-02  0.82896534E-03  0.20463530E-04  0.12216906E+01  0.45234488E+02  0.29594013E+04  0.29506239E+04
 0.19743340E-07  0.76628875E-05  0.10000000E-17  0.47092422E-01  0.10000000E-17  0.58183756E-02  0.24184308E-01  0.10000000E-17  0.34140389E-01  0.76269376E-15  0.15127477E-11  0.15639387E-04  0.32009778E-05  0.35187506E-08  0.37460989E-03  0.39209639E-04  0.74794680E-02  0.82524361E-03  0.21527617E-04  0.12290387E+01  0.48596709E+02  0.29781533E+04  0.29693461E+04
 0.19658538E-07  0.78448575E-05  0.10000000E-17  0.46805134E-01  0.10000000E-17  0.57898284E-02  0.24062889E-01  0.10000000E-17  0.33886718E-01  0.90187273E-15  0.16670073E-11  0.15553327E-04  0.31462853E-05  0.37614946E-08  0.37173711E-03  0.38940713E-04  0.74303663E-02  0.82169900E-03  0.22606734E-04  0.12362737E+01  0.51946492E+02  0.29965664E+04  0.29877496E+04
 0.19577759E-07  0.80330750E-05  0.10000000E-17  0.46528143E-01  0.10000000E-17  0.57622157E-02  0.23945295E-01  0.10000000E-17  0.33636717E-01  0.10612163E-14  0.18334686E-11  0.15468149E-04  0.30959718E-05  0.40132092E-08  0.36893843E-03  0.38679055E-04  0.73825149E-02  0.81832254E-03  0.23699781E-04  0.12434498E+01  0.55284193E+02  0.30146527E+04  0.30058431E+04
 0.19500810E-07  0.82270532E-05  0.10000000E-17  0.46260959E-01  0.10000000E-17  0.57354951E-02  0.23831347E-01  0.10000000E-17  0.33390228E-01  0.12429403E-14  0.20127283E-11  0.15383923E-04  0.30496223E-05  0.42740916E-08  0.36621042E-03  0.38424328E-04  0.73358562E-02  0.81510618E-03  0.24805737E-04  0.12507542E+01  0.58610152E+02  0.30324236E+04  0.30236350E+04
 0.19424182E-07  0.84353459E-05  0.10000000E-17  0.45991440E-01  0.10000000E-17  0.57084534E-02  0.23715863E-01  0.10000000E-17  0.33136102E-01  0.14590388E-14  0.22143419E-11  0.15296932E-04  0.30049362E-05  0.45565303E-08  0.36342943E-03  0.38164980E-04  0.72882743E-02  0.81190322E-03  0.25974088E-04  0.12583843E+01  0.62075040E+02  0.30506821E+04  0.30419258E+04
 0.19348299E-07  0.86586497E-05  0.10000000E-17  0.45720632E-01  0.10000000E-17  0.56811856E-02  0.23599221E-01  0.10000000E-17  0.32874621E-01  0.17164193E-14  0.24410740E-11  0.15207355E-04  0.29621579E-05  0.48625247E-08  0.36060257E-03  0.37901713E-04  0.72398887E-02  0.80873141E-03  0.27205739E-04  0.12659908E+01  0.65677453E+02  0.30693854E+04  0.30606756E+04
 0.19276327E-07  0.88874415E-05  0.10000000E-17  0.45459852E-01  0.10000000E-17  0.56548348E-02  0.23486305E-01  0.10000000E-17  0.32616771E-01  0.20094124E-14  0.26851725E-11  0.15119054E-04  0.29228674E-05  0.51799204E-08  0.35784823E-03  0.37645553E-04  0.71927269E-02  0.80572311E-03  0.28448420E-04  0.12733059E+01  0.69267044E+02  0.30877510E+04  0.30790963E+04
 0.19208071E-07  0.91213753E-05  0.10000000E-17  0.45208599E-01  0.10000000E-17  0.56293562E-02  0.23376926E-01  0.10000000E-17  0.32362379E-01  0.23416555E-14  0.29474297E-11  0.15032054E-04  0.28867273E-05  0.55088448E-08  0.35516286E-03  0.37396150E-04  0.71467287E-02  0.80287011E-03  0.29700824E-04  0.12804788E+01  0.72844178E+02  0.31057905E+04  0.30971976E+04
 0.19143352E-07  0.93601596E-05  0.10000000E-17  0.44966418E-01  0.10000000E-17  0.56047096E-02  0.23270916E-01  0.10000000E-17  0.32111293E-01  0.27169618E-14  0.32286294E-11  0.14946371E-04  0.28534382E-05  0.58494097E-08  0.35254324E-03  0.37153187E-04  0.71018400E-02  0.80016496E-03  0.30961630E-04  0.12875840E+01  0.76409200E+02  0.31235148E+04  0.31149889E+04
 0.19082011E-07  0.96035501E-05  0.10000000E-17  0.44732895E-01  0.10000000E-17  0.55808588E-02  0.23168124E-01  0.10000000E-17  0.31863380E-01  0.31394536E-14  0.35295921E-11  0.14862022E-04  0.28227337E-05  0.62017154E-08  0.34998647E-03  0.36916379E-04  0.70580122E-02  0.79760096E-03  0.32229615E-04  0.12947986E+01  0.79962442E+02  0.31409341E+04  0.31324795E+04
 0.19021473E-07  0.98615748E-05  0.10000000E-17  0.44498283E-01  0.10000000E-17  0.55568088E-02  0.23064259E-01  0.10000000E-17  0.31608355E-01  0.36337305E-14  0.38648189E-11  0.14775566E-04  0.27931996E-05  0.65809532E-08  0.34738620E-03  0.36675870E-04  0.70134217E-02  0.79507056E-03  0.33556333E-04  0.13023007E+01  0.83651503E+02  0.31587702E+04  0.31503919E+04
 0.18962084E-07  0.10134931E-04  0.10000000E-17  0.44263421E-01  0.10000000E-17  0.55326366E-02  0.22959623E-01  0.10000000E-17  0.31346443E-01  0.42124976E-14  0.42381379E-11  0.14687182E-04  0.27649646E-05  0.69893368E-08  0.34474813E-03  0.36432223E-04  0.69681643E-02  0.79258819E-03  0.34941296E-04  0.13097724E+01  0.87475091E+02  0.31769853E+04  0.31686906E+04
 0.18906127E-07  0.10413051E-04  0.10000000E-17  0.44037353E-01  0.10000000E-17  0.55092756E-02  0.22858254E-01  0.10000000E-17  0.31087790E-01  0.48626051E-14  0.46375181E-11  0.14600357E-04  0.27389772E-05  0.74117653E-08  0.34217411E-03  0.36194844E-04  0.69239889E-02  0.79024926E-03  0.36329772E-04  0.13169755E+01  0.91285962E+02  0.31948763E+04  0.31866670E+04
 0.18853439E-07  0.10695786E-04  0.10000000E-17  0.43819658E-01  0.10749822E-17  0.54866877E-02  0.22759996E-01  0.10000000E-17  0.30832251E-01  0.55903532E-14  0.50640227E-11  0.14515076E-04  0.27150200E-05  0.78483243E-08  0.33966116E-03  0.35963441E-04  0.68808449E-02  0.78804698E-03  0.37720295E-04  0.13240462E+01  0.95084467E+02  0.32124536E+04  0.32043309E+04
 0.18803872E-07  0.10983018E-04  0.10000000E-17  0.43609954E-01  0.13324698E-17  0.54648382E-02  0.22664707E-01  0.10000000E-17  0.30579695E-01  0.64022534E-14  0.55187015E-11  0.14431325E-04  0.26928991E-05  0.82990966E-08  0.33720655E-03  0.35737744E-04  0.68386865E-02  0.78597516E-03  0.39111412E-04  0.13310491E+01  0.98870940E+02  0.32297271E+04  0.32216919E+04
 0.18757293E-07  0.11274659E-04  0.10000000E-17  0.43407892E-01  0.16448438E-17  0.54436961E-02  0.22572259E-01  0.10000000E-17  0.30330009E-01  0.73052684E-14  0.60026542E-11  0.14349087E-04  0.26724413E-05  0.87641641E-08  0.33480780E-03  0.35517512E-04  0.67974727E-02  0.78402823E-03  0.40501746E-04  0.13381462E+01  0.10264570E+03  0.32467063E+04  0.32387588E+04
 0.18711890E-07  0.11581930E-04  0.10000000E-17  0.43205666E-01  0.20369392E-17  0.54224449E-02  0.22479084E-01  0.10000000E-17  0.30073627E-01  0.83461188E-14  0.65371442E-11  0.14265249E-04  0.26527646E-05  0.92619612E-08  0.33237273E-03  0.35294273E-04  0.67556189E-02  0.78213044E-03  0.41943041E-04  0.13454913E+01  0.10655353E+03  0.32640408E+04  0.32561835E+04
 0.18667949E-07  0.11905616E-04  0.10000000E-17  0.43003958E-01  0.25321098E-17  0.54011469E-02  0.22385428E-01  0.10000000E-17  0.29810729E-01  0.95462780E-14  0.71273301E-11  0.14179979E-04  0.26339307E-05  0.97949437E-08  0.32990594E-03  0.35068484E-04  0.67132032E-02  0.78029377E-03  0.43433441E-04  0.13528067E+01  0.11059325E+03  0.32816972E+04  0.32739346E+04
 0.18627033E-07  0.12234228E-04  0.10000000E-17  0.42809964E-01  0.31329767E-17  0.53805637E-02  0.22294640E-01  0.10000000E-17  0.29550763E-01  0.10877991E-13  0.77552486E-11  0.14096380E-04  0.26165173E-05  0.10344744E-07  0.32749574E-03  0.34848227E-04  0.66717453E-02  0.77858352E-03  0.44917872E-04  0.13598842E+01  0.11462044E+03  0.32990429E+04  0.32913747E+04
 0.18589007E-07  0.12567743E-04  0.10000000E-17  0.42623332E-01  0.38592019E-17  0.53606627E-02  0.22206590E-01  0.10000000E-17  0.29293608E-01  0.12351251E-13  0.84223038E-11  0.14014418E-04  0.26003830E-05  0.10911455E-07  0.32513963E-03  0.34633256E-04  0.66312031E-02  0.77699412E-03  0.46394761E-04  0.13668607E+01  0.11863544E+03  0.33160876E+04  0.33085133E+04
 0.18553753E-07  0.12906160E-04  0.10000000E-17  0.42443744E-01  0.47335569E-17  0.53414146E-02  0.22121163E-01  0.10000000E-17  0.29039158E-01  0.13976509E-13  0.91299343E-11  0.13934063E-04  0.25854018E-05  0.11495176E-07  0.32283535E-03  0.34423350E-04  0.65915390E-02  0.77552054E-03  0.47862760E-04  0.13739124E+01  0.12263859E+03  0.33328405E+04  0.33253596E+04
 0.18519985E-07  0.13261652E-04  0.10000000E-17  0.42264734E-01  0.58197927E-17  0.53221266E-02  0.22035289E-01  0.10000000E-17  0.28778354E-01  0.15829956E-13  0.99068368E-11  0.13852477E-04  0.25709634E-05  0.12117366E-07  0.32050050E-03  0.34210996E-04  0.65513345E-02  0.77410906E-03  0.49372211E-04  0.13811633E+01  0.12677247E+03  0.33498973E+04  0.33425116E+04
 0.18487946E-07  0.13635127E-04  0.10000000E-17  0.42086868E-01  0.71761796E-17  0.53028491E-02  0.21949169E-01  0.10000000E-17  0.28511344E-01  0.17943342E-13  0.10759586E-10  0.13769813E-04  0.25570925E-05  0.12780747E-07  0.31813891E-03  0.33996572E-04  0.65106543E-02  0.77276991E-03  0.50920027E-04  0.13882602E+01  0.13103598E+03  0.33672277E+04  0.33599410E+04
 0.18459682E-07  0.14001762E-04  0.10000000E-17  0.41921746E-01  0.87534841E-17  0.52848451E-02  0.21868460E-01  0.10000000E-17  0.28255853E-01  0.20189521E-13  0.11633176E-10  0.13691560E-04  0.25446085E-05  0.13441297E-07  0.31590615E-03  0.33794195E-04  0.64721811E-02  0.77158849E-03  0.52401782E-04  0.13951379E+01  0.13514548E+03  0.33836864E+04  0.33764955E+04
 0.18432948E-07  0.14386151E-04  0.10000000E-17  0.41757312E-01  0.10689753E-16  0.52668108E-02  0.21787355E-01  0.10000000E-17  0.27994172E-01  0.22732167E-13  0.12588562E-10  0.13612219E-04  0.25325019E-05  0.14143079E-07  0.31364425E-03  0.33589501E-04  0.64331932E-02  0.77047104E-03  0.53918579E-04  0.14022974E+01  0.13938477E+03  0.34004335E+04  0.33933387E+04
 0.18408124E-07  0.14790000E-04  0.10000000E-17  0.41594388E-01  0.13100445E-16  0.52488173E-02  0.21706139E-01  0.10000000E-17  0.27726394E-01  0.25615437E-13  0.13634328E-10  0.13531982E-04  0.25208284E-05  0.14890521E-07  0.31135813E-03  0.33382986E-04  0.63937736E-02  0.76943344E-03  0.55466207E-04  0.14094387E+01  0.14375244E+03  0.34174243E+04  0.34104309E+04
 0.18385850E-07  0.15199774E-04  0.10000000E-17  0.41437900E-01  0.15968406E-16  0.52314175E-02  0.21627333E-01  0.10000000E-17  0.27461247E-01  0.28768240E-13  0.14740247E-10  0.13453422E-04  0.25098641E-05  0.15658771E-07  0.30912017E-03  0.33181167E-04  0.63551728E-02  0.76850244E-03  0.56993319E-04  0.14163660E+01  0.14810789E+03  0.34341260E+04  0.34272318E+04
 0.18366166E-07  0.15616307E-04  0.10000000E-17  0.41287850E-01  0.19398150E-16  0.52146072E-02  0.21550922E-01  0.10000000E-17  0.27198586E-01  0.32212946E-13  0.15909534E-10  0.13376540E-04  0.24995627E-05  0.16449609E-07  0.30692964E-03  0.32983982E-04  0.63173779E-02  0.76767967E-03  0.58497607E-04  0.14231974E+01  0.15245109E+03  0.34505317E+04  0.34437377E+04
 0.18348831E-07  0.16038960E-04  0.10000000E-17  0.41143690E-01  0.23448471E-16  0.51983376E-02  0.21476722E-01  0.10000000E-17  0.26938367E-01  0.35961059E-13  0.17143128E-10  0.13301247E-04  0.24898200E-05  0.17261591E-07  0.30478335E-03  0.32791107E-04  0.62803358E-02  0.76695506E-03  0.59978850E-04  0.14300935E+01  0.15678270E+03  0.34666656E+04  0.34599700E+04
 0.18333398E-07  0.16482351E-04  0.10000000E-17  0.41000979E-01  0.28411770E-16  0.51820983E-02  0.21402404E-01  0.10000000E-17  0.26672178E-01  0.40171092E-13  0.18487101E-10  0.13225176E-04  0.24803002E-05  0.18123360E-07  0.30261313E-03  0.32596431E-04  0.62428692E-02  0.76630999E-03  0.61481410E-04  0.14371771E+01  0.16124180E+03  0.34830314E+04  0.34764380E+04
